C:\Users\aarnold3\Documents\pythonProject>python main1.py S1_DI_ENVTvsELEC_4
Frequency set to: 100 Hz
Measurement mode set to: Parallel
Primary reading set to: Capacitance
Secondary reading set to: Dissipation
(1.16272e-05, 1.62812, None)
(1.16276e-05, 1.62813, None)
(1.16277e-05, 1.62822, None)
(1.1628e-05, 1.62825, None)
(1.16285e-05, 1.62827, None)
(1.16287e-05, 1.62829, None)
(1.1629e-05, 1.6283, None)
(1.16295e-05, 1.6283, None)
(1.16303e-05, 1.62819, None)
(1.16307e-05, 1.62823, None)
(1.16316e-05, 1.62821, None)
(1.16326e-05, 1.62822, None)
(1.1633e-05, 1.62821, None)
(1.16336e-05, 1.62824, None)
(1.16341e-05, 1.62834, None)
(1.16344e-05, 1.62835, None)
(1.16346e-05, 1.62831, None)
(1.16347e-05, 1.62838, None)
(1.16348e-05, 1.62833, None)
(1.16348e-05, 1.62831, None)
(1.16347e-05, 1.62833, None)
(1.16346e-05, 1.62835, None)
(1.16346e-05, 1.62853, None)
(1.16347e-05, 1.62869, None)
(1.16353e-05, 1.62898, None)
(1.16363e-05, 1.62928, None)
(1.16369e-05, 1.62956, None)
(1.16386e-05, 1.62989, None)
(1.16405e-05, 1.63031, None)
(1.16425e-05, 1.6308, None)
(1.16436e-05, 1.63092, None)
(1.16456e-05, 1.63113, None)
(1.1647e-05, 1.63115, None)
(1.16475e-05, 1.63111, None)
(1.16482e-05, 1.6312, None)
(1.16482e-05, 1.63123, None)
(1.16482e-05, 1.63127, None)
(1.16479e-05, 1.63123, None)
(1.16477e-05, 1.63119, None)
(1.16472e-05, 1.63114, None)
(1.16468e-05, 1.6313, None)
(1.16466e-05, 1.63133, None)
(1.16465e-05, 1.63138, None)
(1.16463e-05, 1.63126, None)
(1.16461e-05, 1.63121, None)
(1.1646e-05, 1.63112, None)
(1.16454e-05, 1.6311, None)
(1.16449e-05, 1.63102, None)
(1.16443e-05, 1.63104, None)
(1.16441e-05, 1.63096, None)
(1.16434e-05, 1.63103, None)
(1.1643e-05, 1.63095, None)
(1.16426e-05, 1.63087, None)
(1.16421e-05, 1.63084, None)
(1.16415e-05, 1.63075, None)
(1.16411e-05, 1.63066, None)
(1.16408e-05, 1.6306, None)
(1.16404e-05, 1.63054, None)
(1.16399e-05, 1.63056, None)
(1.16396e-05, 1.63052, None)
(1.16392e-05, 1.63053, None)
(1.16389e-05, 1.63047, None)
(1.16384e-05, 1.63046, None)
(1.16379e-05, 1.63037, None)
(1.16376e-05, 1.63037, None)
(1.16371e-05, 1.6303, None)
(1.16367e-05, 1.63024, None)
(1.16362e-05, 1.63017, None)
(1.1636e-05, 1.63012, None)
(1.16355e-05, 1.63011, None)
(1.1635e-05, 1.63, None)
(1.16347e-05, 1.63009, None)
(1.16341e-05, 1.62994, None)
(1.16335e-05, 1.62999, None)
(1.16331e-05, 1.6299, None)
(1.16329e-05, 1.63001, None)
(1.16325e-05, 1.6299, None)
(1.1632e-05, 1.6298, None)
(1.16317e-05, 1.62983, None)
(1.1631e-05, 1.6298, None)
(1.16303e-05, 1.62982, None)
(1.16298e-05, 1.62973, None)
(1.16296e-05, 1.62975, None)
(1.16292e-05, 1.62972, None)
(1.16289e-05, 1.62964, None)
(1.16288e-05, 1.62955, None)
(1.16284e-05, 1.6295, None)
(1.16281e-05, 1.62948, None)
(1.16271e-05, 1.62996, None)
(1.16249e-05, 1.6309, None)
(1.16237e-05, 1.63002, None)
(1.16226e-05, 1.63009, None)
(1.16221e-05, 1.62938, None)
(1.16217e-05, 1.62921, None)
(1.16215e-05, 1.62906, None)
(1.16213e-05, 1.62894, None)
(1.16218e-05, 1.62888, None)
(1.16237e-05, 1.62869, None)
(1.16247e-05, 1.62865, None)
(1.16256e-05, 1.62859, None)
(1.16259e-05, 1.62861, None)
(1.1626e-05, 1.62852, None)
(1.16261e-05, 1.6284, None)
(1.16261e-05, 1.62833, None)
(1.16262e-05, 1.62829, None)
(1.1626e-05, 1.62817, None)
(1.1626e-05, 1.62807, None)
(1.16259e-05, 1.62801, None)
(1.16259e-05, 1.62794, None)
(1.16259e-05, 1.62785, None)
(1.1626e-05, 1.62783, None)
(1.16259e-05, 1.62778, None)
(1.1626e-05, 1.62774, None)
(1.1626e-05, 1.62764, None)
(1.1626e-05, 1.62761, None)
(1.16258e-05, 1.6276, None)
(1.16255e-05, 1.6275, None)
(1.16253e-05, 1.62753, None)
(1.16249e-05, 1.62742, None)
(1.16246e-05, 1.62746, None)
(1.16246e-05, 1.62739, None)
(1.16243e-05, 1.62737, None)
(1.16241e-05, 1.62723, None)
(1.1624e-05, 1.62723, None)
(1.16239e-05, 1.6271, None)
(1.16237e-05, 1.62696, None)
(1.16237e-05, 1.62693, None)
(1.16236e-05, 1.62686, None)
(1.16236e-05, 1.62674, None)
(1.16234e-05, 1.62676, None)
(1.16229e-05, 1.62673, None)
(1.16224e-05, 1.62663, None)
(1.16218e-05, 1.62656, None)
(1.16214e-05, 1.62653, None)
(1.16209e-05, 1.62647, None)
(1.16204e-05, 1.62641, None)
(1.16201e-05, 1.62643, None)
(1.16195e-05, 1.62634, None)
(1.16191e-05, 1.6263, None)
(1.16191e-05, 1.62625, None)
(1.16188e-05, 1.62613, None)
(1.16188e-05, 1.62607, None)
(1.16188e-05, 1.62602, None)
(1.16188e-05, 1.62602, None)
(1.16188e-05, 1.62589, None)
(1.16189e-05, 1.62583, None)
(1.16189e-05, 1.62587, None)
(1.16189e-05, 1.62595, None)
(1.16189e-05, 1.6258, None)
(1.16189e-05, 1.62579, None)
(1.16187e-05, 1.62569, None)
(1.16185e-05, 1.62567, None)
(1.16183e-05, 1.62552, None)
(1.16182e-05, 1.62562, None)
(1.16181e-05, 1.62552, None)
(1.16183e-05, 1.62552, None)
(1.16183e-05, 1.62552, None)
(1.16184e-05, 1.62549, None)
(1.16184e-05, 1.62551, None)
(1.16185e-05, 1.62543, None)
(1.16185e-05, 1.62541, None)
(1.16182e-05, 1.62528, None)
(1.16181e-05, 1.62517, None)
(1.16178e-05, 1.62516, None)
(1.16174e-05, 1.62507, None)
(1.16172e-05, 1.62495, None)
(1.1617e-05, 1.62495, None)
(1.16163e-05, 1.6249, None)
(1.16158e-05, 1.62486, None)
(1.16156e-05, 1.62487, None)
(1.16152e-05, 1.62494, None)
(1.16147e-05, 1.62488, None)
(1.16144e-05, 1.62483, None)
(1.16142e-05, 1.62485, None)
(1.16138e-05, 1.62476, None)
(1.16135e-05, 1.62467, None)
(1.16133e-05, 1.62468, None)
(1.16128e-05, 1.62463, None)
(1.16123e-05, 1.62459, None)
(1.16117e-05, 1.62464, None)
(1.16115e-05, 1.62454, None)
(1.1611e-05, 1.62457, None)
(1.16104e-05, 1.62455, None)
(1.16101e-05, 1.62455, None)
